content,score,at,userName,thumbsUpCount,reviewCreatedVersion,app_id,app_name,sentiment
baik,5,2026-06-28T09:26:25.000000,Agus Heriyanto,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
MO BELI APA APA SELALU SESI PEMBAYARAN VIA ACCOUNT BCA VIRTUAL ...PADAHAL ADA PILIHAN LAIN VIA GERAI ONLINE ALFAMART ATAU ALFAMIDI..SANGAT MENGECEWAKEN DAN JADI TRANSAKSI PEMBELIAN JADI TERTUNDA TUNDA AGAIN MO SAMPAI KAPAN BROOOO,1,2026-06-19T12:24:28.000000,arief anshary,7,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
tokped estimasi datang nya lama x cokkk sumpah Demi apapun datangnya lama x itupun ngestuck mulu. masa harus nunggu 14 hari bisa paketnya datang gilak lama² udh habis uang hilang juga kesabaran cuih tokped niatnya mau pindah dari Shopee ke tokped eh tokped nya ngecewain sumpah! buat laporan pun gak membantu juga,1,2026-06-18T09:30:11.000000,Jesica Dea,0,,com.tokopedia.tkpd,Tokopedia,Negatif
bonus pengguna toped plus SDH GK ada.. sgt merugikan user. cs cuma berbelit-belit,1,2026-05-29T23:40:20.000000,Johan Setia Nugroho,0,3.366.0,com.tokopedia.tkpd,Tokopedia,Negatif
lumayan bgus,5,2026-05-21T01:01:31.000000,Imron Salma,0,,com.tokopedia.tkpd,Tokopedia,Positif
sering muncul iklan saat menggunakan aplikasi lain,3,2026-05-01T04:48:42.000000,Irsyad El shirazy,0,3.361.0,com.tokopedia.tkpd,Tokopedia,Netral
"makin parah sekarang Tokopedia, dimulai dari pencairan yang lelet, sekarang fitnah pencairan uang penjualan barang katanya fake order, uangnya Angus, gitu amat Tokopedia butuh uang nya",1,2026-06-26T12:05:39.000000,Mulyana Endang,0,,com.tokopedia.tkpd,Tokopedia,Negatif
permainan bolak balok hadiah 10.000 cuman bohong. punya ruby sebanyak apa pun tetap ngak bisa menang.ruby habis dan ngak bisa menang. menang juga hadiah ngak bakal di kasi. ada aktivitas mencurigakan dan hadiah tidak di berikan,1,2026-05-09T22:33:44.000000,Agung Rehan,0,5.52.1,com.gojek.app,Gojek,Negatif
parah pending uang lama kembali nya dikirim gak di balikin lama sial lama nahan uang orang gak tau orang nya lagi butuh uang nya males tim dana makan gajih buta,1,2026-06-27T13:05:30.000000,Andri Yana,0,2.131.1,id.dana,DANA,Negatif
go Indonesia,5,2026-06-13T12:58:03.000000,Hafiz muhammadhafiz,1,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
Sy suka karna produk lokal,5,2026-06-13T03:04:02.000000,Moh Fardan,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
"Jangan sampe langganan PLUS gaes sangat merugikan voucher tidak dapat dipake, penanganan juga buruk ga ada progres. Saya kecewa telah menggunakan layanan plus tetapi tidak bisa menikmatinya sama sekali",1,2026-04-15T02:51:15.000000,Candra Diva Pratama,4,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
"mahal potongan nya, saya sebagai seller sangat kebratan sekali,",1,2026-06-27T09:50:11.000000,Adefio Project,1,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
Habis update malah nyepam kayak iklan jud dol,2,2026-04-16T10:56:51.000000,Lucky Tree,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
"susah pesan di sini kalo ke Sumatra besar banget ongkirnya,, jadi Unistal",1,2026-05-20T07:33:08.000000,Jodi Imanuel,0,,com.tokopedia.tkpd,Tokopedia,Negatif
pelit gak dapet gratis ongkir,1,2026-06-18T05:22:40.000000,Hikmah “Nia” Jaya,0,,com.tokopedia.tkpd,Tokopedia,Negatif
biaya admin gilla,1,2026-06-07T10:16:22.000000,Suzumiya Haruhi,0,3.293.1,com.tokopedia.tkpd,Tokopedia,Negatif
"Sangat terbantu dengan adanya Gojek untuk keperluan transport, terima kasih kaka driver, semoga rejekinya lancar selalu",5,2026-06-24T08:04:17.000000,jlt ekspedisi,0,5.64.2,com.gojek.app,Gojek,Positif
sangat ok,5,2026-06-18T15:24:30.000000,Mae Saroh,0,5.63.1,com.gojek.app,Gojek,Positif
banyak bgt verifikasi nya hadeh,3,2026-06-26T15:20:42.000000,Tia Oktaviani,0,2.129.0,id.dana,DANA,Netral
mengapa saya tidak bisa meminjam dana di dana cicil,3,2026-06-23T20:55:10.000000,Andi alim saputra Alim saputra,0,2.129.0,id.dana,DANA,Netral
"tolollllll banyak toko ga aktif , beli instan karna urgent udah hari ke 2 di kirim engga di chat ga di bales ,udh ke 2 toko nya beli gini terus , uang balik jg ga full udh di potong ppn , di aplikasi jg ga bisa chat cs kaya sebelah , jadi ga bisa bantu solusi.. asli kecewa ama nih aplikasi untuk ke sekian kalinya , stop dan uninstal sepertinya jalan terbaik.",1,2026-05-28T10:01:55.000000,Urban Akal,0,,com.tokopedia.tkpd,Tokopedia,Negatif
kenapa saya tidak bisa ubah nomor telepon saya,2,2026-06-16T06:29:27.000000,safas titan,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
"Apaan ini promo tidak berlaku trus harganya jadi normal, bebas ongkir jadi hilang juga PA",1,2026-04-25T09:32:28.000000,Alika Zahira,0,3.361.0,com.tokopedia.tkpd,Tokopedia,Negatif
apaan dah ngasih promo tapi saat mau transaksi promo tidak bisa digunakan,1,2026-06-25T07:48:17.000000,Zeaaa,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
aku suka dengan cara kerja nya cepat,5,2026-06-13T07:08:03.000000,teler sejati,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
🤩,5,2026-06-13T11:55:31.000000,Shelvie Puspitasari,1,5.62.2,com.gojek.app,Gojek,Positif
HAPUS ARGO HEMAT 7000 DAN 5000 TIDAK MANUSIAWI TERHADAP DRIVER,1,2026-06-12T21:00:48.000000,Richie Senjaya,0,5.62.2,com.gojek.app,Gojek,Negatif
"afk buruk uang susah di tarik di dompet toko pedia,GK bisa topup GK bisa di tarik cuihhh apk buruk",1,2026-06-27T00:16:16.000000,Cici Icha,1,,com.tokopedia.tkpd,Tokopedia,Negatif
coba di kontrol motor drivernya kadang byk yg tdk sesuai,5,2026-06-16T13:46:02.000000,Lulut Vidiarto,0,,com.gojek.app,Gojek,Positif
Pelayanan nya cepat..,5,2026-05-31T10:03:26.000000,Asrul Arlis,0,5.61.1,com.gojek.app,Gojek,Positif
keren ... gak banyak drama langsung sat set gak kayak aolikasi sebelah...,5,2026-05-31T03:57:33.000000,Irzha Fania,0,5.61.1,com.gojek.app,Gojek,Positif
"barang hilang. dikomplain beserta bukti cctv, malah akun diblokir krn katanya menjelekkan nama baik partner ekspedisi kesayangan. sungguh di luar nalar... masa hrs diam jika barang dimaling. bukan kejadian 1-2x yah...",1,2026-05-03T22:35:43.000000,Iriani Gunawan,0,3.197,com.tokopedia.tkpd,Tokopedia,Negatif
"tiap mau pembayaran gagal terus, aplikasi jelek 👎🏻👎🏻👎🏻👎🏻👎🏻",1,2026-06-09T13:57:28.000000,Lena Lenn,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"ada drefer yang mungutang ke saya dari lebaran idul Fitri tahun kemarin, sebesar 1.500.000, katanya untuk mendapatkan bonus THR, bilang besok di bayar nyatanya sampai sekarang belum di bayar lunas bayar baru 500.000, nambah parah paylater tidak bisa di gunakan sampai tanggal 27mei2026",1,2026-05-26T20:51:14.000000,BWA 87,3,5.61.1,com.gojek.app,Gojek,Negatif
sopirnya sangat ramah..dan tidak ngebut berkendara.makasih gojek🙏🙏,5,2026-05-07T13:10:24.000000,Ngurah Arta,0,5.59.1,com.gojek.app,Gojek,Positif
"apl kejam akun tidak bisa di buka nomor terproteksi saldo masih tapi tidak bisa di gunakan, sungguh mengecewakan apl DANA, minta bantuan cs tidak ada kejelasan",1,2026-06-26T04:48:00.000000,Rendi maula,0,2.131.1,id.dana,DANA,Negatif
Dana cicil tidak muncul.... tolong di bantu agar dana cicil bisa digunakan,5,2026-06-22T14:07:12.000000,Nandiki Ashillah,0,2.129.0,id.dana,DANA,Positif
iklannya menganggu betul pdhl udh di download dan jga pernah pesen di tokped.,1,2026-06-05T14:03:22.000000,Khanza,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
"proses refund dana ribet, bayar barang 20k pakai va bank ga dikirim seller refund uangnya malah ke dana Tokopedia yg mana haria nunggu 50k baru bisa ditarik kebank, udh gitu kena admin 3k pulak. Seller bnyk yg ga responsif. Luar jawa bayar ongkir dapat barang",1,2026-06-08T10:59:26.000000,Valerie _,0,,com.tokopedia.tkpd,Tokopedia,Negatif
dana cicil gak muncul parah pokoknya parah transaksi gede,5,2026-06-21T22:51:19.000000,Billy Gamawi,0,2.118.0,id.dana,DANA,Positif
mudah untuk transaksi,5,2026-06-24T08:21:27.000000,Asep husna Mubarok,0,2.129.0,id.dana,DANA,Positif
pelayanan bagus dan lebih murah mantap,5,2026-06-15T18:37:55.000000,Juan Mianto,0,5.63.1,com.gojek.app,Gojek,Positif
"ga bisa cod, giliran mau bayar pake ovo malah bermasalah",1,2026-06-13T05:28:11.000000,Husna,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"banyakk diskon, belanjaa disinii dipermudah, apalagii kerjasama dengan tiktokk",5,2026-06-14T13:23:13.000000,Fajar Leo,0,,com.tokopedia.tkpd,Tokopedia,Positif
Amanah,5,2026-06-17T15:36:43.000000,Qting PST,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
"gak bisa bikin alamat pakai titik kordinat. lucu emang apk ini. trus ngisi pakai tanda baca yg bener cuma pakai . dan , dibilang pakai tanda baca yg ditolak. kan lucu. trus",1,2026-06-02T13:24:11.000000,Mazin Ngapak,0,3.366.0,com.tokopedia.tkpd,Tokopedia,Negatif
seneng banget ily🥳😘🤤,5,2026-06-13T05:22:46.000000,wah yudi,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
"udah lama pake tokped kok alamat pengiriman tiba2 berubah sendiri??? mana nyantumin nomor telepon asing yang saya ga pernah cantumin di alamat, bener bener busuk ini aplikasi",1,2026-06-03T22:39:17.000000,Fufufafaruq,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
mohon bersihkan dari toko abal abal penipu dengan iming iming harga sangat murah.ongkir toped sekarang juga mahal.jadi malas belanja.cuma buat referensi saja.kalau sudah baik nanti belanja di sini lagi,2,2026-04-15T02:31:06.000000,Hari Bade,1,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
garcep,5,2026-06-28T05:12:55.000000,Bulan Bintang,0,5.65.1,com.gojek.app,Gojek,Positif
puas dg layanan gojek,5,2026-05-30T10:19:11.000000,Hamdan Yuafi,0,5.61.1,com.gojek.app,Gojek,Positif
aman sat set,5,2026-05-28T04:51:41.000000,Hi Dayat,0,,com.gojek.app,Gojek,Positif
"makin kesini makin banyak dramanya,masa cod perhari dibatasin cuma 2x , tolong dong kebijakan nya yg wajar ""saja minimal 5x masa cuma 2x",2,2026-05-16T06:54:17.000000,Sutinah Titin,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
aplikasi ga jelas tolol,1,2026-05-21T16:36:05.000000,Rio Satrio,1,5.61.1,com.gojek.app,Gojek,Negatif
knpa dana cicil tidak tersedia,5,2026-06-22T16:05:45.000000,ayah albi,0,2.54.2,id.dana,DANA,Positif
Tolong aktifkan dana cicil/dana instan soalnya sudah premium,5,2026-06-21T08:56:28.000000,Mahmud Wahyudi,0,2.129.0,id.dana,DANA,Positif
gpp sehh gk bisa cod tapi ongkir ny lah jngn mahal x.,5,2026-06-14T06:09:04.000000,sally siregar,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
kenapa tiba² voucer gofood di akun aku hilang gada sama sekali lagi padahal udh coba apus download lagi bebrapa kali ttp g muncul voucher ongkir dan makannya gadaaa tolong ini gimana kembalikannya,1,2026-06-08T17:47:19.000000,gita fadilla andriani,1,,com.gojek.app,Gojek,Negatif
tolong harga dari Tokopedia dimurahin kayak di shopee.,3,2026-06-16T04:15:01.000000,Ali Mufti,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Netral
aplikasi saya tidak bisa di buka knp ya erorr apa sedang ada masalah aplikasinya,5,2026-04-07T02:07:28.000000,Maulana Ýusuf,0,,com.tokopedia.tkpd,Tokopedia,Positif
menu maybills ganggu bangat . suka kepotong otomatis saldo nya . hilangin lah,1,2026-06-21T12:38:00.000000,Muhamad Fajar Rianto,0,2.129.0,id.dana,DANA,Negatif
TRANSAKSI SAYA TIAP BULAN BERJUTA JUTA BRPA TAHUN INI KOK MASIH BELUM MUNCUL2 DANA CICIL NYA,2,2026-06-21T15:57:11.000000,Feri Maulana,0,2.128.0,id.dana,DANA,Negatif
selalu yang terbaik untk pembelian pulsa,5,2026-06-24T02:10:01.000000,MURSALIN ALIN,0,2.129.0,id.dana,DANA,Positif
"saya salah transfer dana ke no dana yang sudah mati, saya sudah laporan ke cs dana cuman pihak cs dana ngga respon "" yang respon nya bot terus, saya udh laporan ke email dana yang blsnya bot terus, saya tunggu beberapa hri ngga ada respon dri tnggal 9 juni smpe skrang tnggal 26 juni belum blik lgi saldo saya, tolong dong pihak dana di respon",1,2026-06-25T17:48:19.000000,NF dede,0,2.119.0,id.dana,DANA,Negatif
aplikasi apa kya gini pesan tgl 24 di proses terus,1,2026-04-28T02:59:57.000000,Sahna kncil27,0,,com.tokopedia.tkpd,Tokopedia,Negatif
banyak produk palsu nya ...sudah 3 x kena bayar mahal ternyata palsu ...kenapa sekarang toko online banyak menjual produk tdk berkawalitas alis produk sampah sebaik nya bayar COD agar para seler yg tdk.jujur pada bangkrut karena barang tdk.sesuai,1,2026-06-14T10:18:58.000000,Gus Yanto,2,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
okeeeee BGT,5,2026-05-11T02:40:08.000000,angga pratama,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
sering kali seller mengecewakan tolong diaudit lagi untuk seller dengan bintang rendah,1,2026-04-06T22:23:44.000000,Roberthus Mahardhiko,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Negatif
aplikasi penipuan,1,2026-06-26T11:17:03.000000,Aprianto Mustafa,0,,id.dana,DANA,Negatif
Tetap berkarya,5,2026-05-31T10:06:01.000000,Ayah Bima,0,,com.gojek.app,Gojek,Positif
promo murah bagus dan baik,5,2026-06-25T23:46:10.000000,Xh Hj,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
baikkk,5,2026-06-21T12:44:56.000000,Edy Suhartanto,0,2.129.0,id.dana,DANA,Positif
mantap gojek ku,5,2026-05-23T02:08:13.000000,akhmad cahyadi,0,5.61.1,com.gojek.app,Gojek,Positif
bagus ada promo nya,5,2026-06-10T02:50:40.000000,Sandi Rosandi,1,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
"hey tolong perbaiki kok disaya buka tokped malah buka tiktok, sudah d uninstall dan install lagi tapi tetep bukanya ke tokped, tanya CS cuma d suruh hapus cache dan install ulang tapi hasilnya tetep",1,2026-05-07T10:47:25.000000,Risandi Hamdani,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
di tunggu bug nya gua gak bisa di pakek,4,2026-06-21T11:53:14.000000,Luke Elhak,0,,id.dana,DANA,Positif
kemarin saya mau trnsfer ke BCA susah,4,2026-06-21T05:16:09.000000,Anang Purwanto,0,2.128.0,id.dana,DANA,Positif
saya sudah malas dengan gojek pinjaman kenapa harus chat wa dengan nada mengancam padahal blm lewat jam pembayaran ..,1,2026-06-16T11:03:32.000000,Fatimah Fadii,1,5.62.2,com.gojek.app,Gojek,Negatif
kurang bae driver nya,1,2026-05-27T06:15:15.000000,Uphuy67 Uphuy67,1,,com.gojek.app,Gojek,Negatif
"aplikasi tidak untuk digunakan, kamu punya saldo, bakal hilang walaupun tidak kamu gunakan, lemah pengamanan nya, mending cari aplikasi lain. bintang 1 jg sebenarnya galayak",1,2026-06-22T06:30:59.000000,Muhammad Ridla Kamaluddin,0,,id.dana,DANA,Negatif
Bangga sekali kalian bisa cuan dari operasional yang tidak wajar.,1,2026-05-16T04:12:25.000000,Anov Sunaryo,12,5.56.2,com.gojek.app,Gojek,Negatif
UANG SERING HILANG,1,2026-06-27T12:31:20.000000,ZAIRA RaTU,0,2.131.1,id.dana,DANA,Negatif
"baru coba, kalau bagus saya tambah bintang nya",4,2026-04-02T12:22:48.000000,saizu name,0,,com.tokopedia.tkpd,Tokopedia,Positif
app yang bermanfaat,5,2026-06-27T01:09:24.000000,Abdul Sukur,0,2.131.1,id.dana,DANA,Positif
makin parah sudah 1 tahun pakai dana transaksi lancar fitur dana cicil tidak bisa makin parah nih,1,2026-06-25T22:48:37.000000,Ketut alina Okta,1,2.131.1,id.dana,DANA,Negatif
"semua nya aman,,,sayang nya akun dana saya tidak ada fitur DANA cicil",5,2026-06-22T17:21:53.000000,FIKTAUFIK FIK,0,2.129.0,id.dana,DANA,Positif
"Bagus, gampang dan murah",5,2026-06-27T00:06:31.000000,Hermawan Sukoco,0,5.64.2,com.gojek.app,Gojek,Positif
LUAR BIASA,5,2026-06-22T08:08:27.000000,Yosef Bataona,0,2.129.0,id.dana,DANA,Positif
dana mental terus saat teman kirim uang,1,2026-06-28T06:28:32.000000,HARI PURNOMO,0,2.131.1,id.dana,DANA,Negatif
ini ga cocok di jadikan sebagai tempat simpan uang mending sebagai transaksi harian aja lantaran emang praktis disini tapi keamanannya masih lemah hampir aja kehilangan semua tabungan di apps ini,3,2026-06-21T21:23:45.000000,Mayy Doo,0,,id.dana,DANA,Netral
selalu dikasih kemudahan pake gojek the best lah pokoknya gojek,5,2026-05-17T06:40:05.000000,kha ra,0,5.60.1,com.gojek.app,Gojek,Positif
ok sangat2 membantu saya,5,2026-06-26T01:30:28.000000,Moes Thafa,0,2.112.0,id.dana,DANA,Positif
bagus banget apk ini untuk belanja 👍worth it👍,5,2026-06-11T14:36:43.000000,raaa 06,0,,com.tokopedia.tkpd,Tokopedia,Positif
game buriq😒,4,2026-06-26T17:34:03.000000,Ahmad Ulujirin,0,2.129.0,id.dana,DANA,Positif
asik bgt,5,2026-06-25T17:56:01.000000,Fbyti Ratna,0,,id.dana,DANA,Positif
apk bagus,5,2026-06-27T05:53:07.000000,Saiful Bahri,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
aplikasi Dana untuk transaksi beli. pernah sy gunakan,5,2026-06-26T11:11:39.000000,irfan mei riandika,0,2.131.1,id.dana,DANA,Positif
"aneh gosend dlu ga smpe 1 jam lebih nunggu driver doang, ini 1 jam nunggu driver blm di ambil blm otw nya. Aneh ga jelas!!!",1,2026-05-22T07:21:00.000000,salwa adrin,1,,com.gojek.app,Gojek,Negatif
kacauuu tiap belanjaa bayar lewat qriss pesanan tiba tiba gagal oleh kurir yang sama uang refund pun udah di tunggu tiga hari engga ada pengembalian,1,2026-06-26T10:17:51.000000,Aryanti,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
Tolong tambahkan pengaturan notifikasi.,3,2026-06-14T10:14:55.000000,Wika Prasetyo,0,5.61.1,com.gojek.app,Gojek,Netral
njay,5,2026-06-28T05:59:52.000000,Johannes Sihite,0,5.64.2,com.gojek.app,Gojek,Positif
"menurut gue Tokopedia harus berkiblat ke si Oren alias mahadahsyat shopee, menurut gue peraturan voucher Tokopedia tentang ""voucher pengguna/pembeli pertama"" itu aneh banget si masa iya kikir banget meskipun hp kita baru nomor hp kita baru email baru fresh kita tetep ga bisa Nerima/make voucher nya, kan dia bisa berlogika ya dalam 1 rumah yg punya hp itu ga cuma 1 orang masa cuman buat co harus minjem hp orang lain ,bisa aja hp si customer ini ilang, enggak kaya shopee pelayanan nya mntpp",1,2026-06-10T10:54:39.000000,Aliyah Putri,3,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
Cepat drivernya datang dan mudah kapan aja di perlukan,5,2026-06-11T04:53:55.000000,Pati Gestafo,1,5.62.2,com.gojek.app,Gojek,Positif
klau bisa data saya jangan sampai tersebar k luar saya khan tahu dari aplikasi ihavebeenpwnet,5,2026-05-10T12:32:09.000000,Yuli Anto,0,3.52.1,com.tokopedia.tkpd,Tokopedia,Positif
keren,5,2026-06-27T21:53:02.000000,Sinyoe86 Sinyoe86,0,,com.tokopedia.tkpd,Tokopedia,Positif
"bonus ga cair, ditanyain alasannya ga bisa transparan. kecewa sih padahal dulu lumayan sering beli di tokped karena banyak promo cb",2,2026-06-15T10:34:52.000000,Adam Abdurrahman,1,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
"terimakasih Tokopedia sudah menjadi sahabat blnja saya, cs yg expert dan pling oke di banding cs di platform lain. setiap ada kendala selalu ada solusi. sukses terus gojek Tokopedia , i'ill still loving you .",5,2026-06-25T19:45:42.000000,Eka,23,3.218,com.tokopedia.tkpd,Tokopedia,Positif
"makin kesini driver pada mageran ambil order, sorry",1,2026-05-30T10:49:06.000000,zefannn,1,5.61.1,com.gojek.app,Gojek,Negatif
ga bisa download bukan perkara storage totol,1,2026-05-16T14:17:52.000000,Iful akhyat,0,,com.gojek.app,Gojek,Negatif
aplikasi yang sangat membantu sekali.sangat puas dengan pelayanan yang ramah,5,2026-05-21T02:36:32.000000,Selvia Fatmala,0,5.60.1,com.gojek.app,Gojek,Positif
knapa menu dana cicil gk ada,5,2026-06-27T11:27:05.000000,Briyan Anggara,0,2.33.3,id.dana,DANA,Positif
"platform transportasi paling gak bisa diandalkan. hujan ga ada, pagi ga ada driver. Kalah sama platform platform lain",1,2026-05-18T01:34:27.000000,LIA AYUTRISNA,1,5.60.1,com.gojek.app,Gojek,Negatif
"saya sebagai driver kecewa , baru kali ini pengguna HEMAT/MURAAH bnyak tingkah , sudah saya ambil orderan pick up jauh pun saya ambil ehh sudah saya jemput dan di antaran kan sesuai ngasih rating 4 , engga paham selagi pakai hemat/muraah engga usah banyah tingkah . kasih bintang 5 aja buat apk, karna orderan berlimpah di sayangkan pengguna Goride Hemat/Muraah banyak tingkah !!!",5,2026-06-12T16:13:48.000000,MIFTAH kebo,4,5.62.2,com.gojek.app,Gojek,Positif
mahal terus kalau hujan susah dapet driver,4,2026-05-31T05:39:40.000000,Daeng Samodra,1,,com.gojek.app,Gojek,Positif
beli soldo e tol sudah berhasil kepotong saldo tapi gk masuk kartu sudah di update pun gk masuk hilang sudah 200,1,2026-06-27T04:10:38.000000,Singgih Putra,0,2.131.1,id.dana,DANA,Negatif
papo ma cu,5,2026-06-24T16:25:26.000000,ADI virgo Adi,1,2.122.0,id.dana,DANA,Positif
Oke,5,2026-06-06T11:01:59.000000,Saiwan BO,0,,com.tokopedia.tkpd,Tokopedia,Positif
"Terlalu sering berdusta dengan notifikasi, notifikasi nya memancing kita untuk membuka Tokopedia yang setelah dibuka sebagian isinya justru iklan penawaran suatu produk.",2,2026-05-21T18:13:53.000000,Abu Faqih Mukhtar,2,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
"selama ada program layanan gacor, akun jarak pendek dan slot pelayanan aplikasi gojek ga akan maksimal yang ada makin buruk",1,2026-06-04T15:36:13.000000,Hedi Kadarusman,1,5.61.1,com.gojek.app,Gojek,Negatif
sangat mempermudahl,5,2026-06-17T09:13:38.000000,Rahim Putra,0,5.64.1,com.gojek.app,Gojek,Positif
"Bagus, mulus, enak, temen saya sampe tidur tadi",5,2026-05-24T08:04:06.000000,Lous Ben,1,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
sangat luar biasa membantu,5,2026-06-22T00:12:50.000000,Yohanes Santoso,0,5.63.1,com.gojek.app,Gojek,Positif
oky,5,2026-06-26T12:48:02.000000,rian hidayat,0,2.131.1,id.dana,DANA,Positif
"Tokopedia tolong berhenti buat notifikasi promosi bertuliskan ""PESANAN ANDA TELAH DIKIRIM"". Itu kalimat copywriting yang menunjukan tokopedia frustasi menarik pelanggan, sebagai konsumen saya merasa tertipu (karena saya sedang tidak memesan) dan dibodohi.",1,2026-06-04T22:07:09.000000,Aditiya Ajie Wigena,1,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
sejauh ini selalu ok,5,2026-05-15T12:43:37.000000,Yofi Miftahudin,0,5.60.1,com.gojek.app,Gojek,Positif
sangat bgus aplikasi ini,5,2026-06-19T18:58:53.000000,Maman Suherman,0,,com.gojek.app,Gojek,Positif
saya memesan minuman kok ga dateng2 dan uang saya habis 15k dan masih juga ga datang,1,2026-06-20T20:39:26.000000,Rohayati Yati,0,,com.gojek.app,Gojek,Negatif
"kasihan para driver, penjajahan dimasa modern, karena ada layanan langcor (langganan gacor) langmat (langganan hemat) customer bayar 20 ribu ke aplikasi tapi ke driver di bawah 10 ribu diterima nya",1,2026-06-25T09:21:02.000000,Black Magisk,5,5.57.2,com.gojek.app,Gojek,Negatif
"ramah, dan sabar",5,2026-06-12T01:54:05.000000,Nasral Harifin,1,5.61.1,com.gojek.app,Gojek,Positif
"gk bisa beli apa pun disini gk di urus lapaknya, tulisanya "" ops transaksi bla bla bla......",1,2026-06-27T12:21:45.000000,Sofiyah 33,1,,com.tokopedia.tkpd,Tokopedia,Negatif
sukaaa dehh,5,2026-06-14T10:35:45.000000,Orang Pinggiran,0,,com.tokopedia.tkpd,Tokopedia,Positif
Terbaikk satset,5,2026-06-09T01:44:26.000000,Rull_ Sansz12,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
good luck,5,2026-05-14T03:34:03.000000,Akun Vivoy17s,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
Baik smua,5,2026-06-04T10:29:57.000000,Narulita Wiwin Hindarti,0,5.61.1,com.gojek.app,Gojek,Positif
oke sudah dibuka blokirannya,5,2026-06-02T00:43:00.000000,Winzi,2,5.61.1,com.gojek.app,Gojek,Positif
ga jelas ..top up saldo gopay ga masuk.,1,2026-05-12T19:09:10.000000,Pengguna Google,1,5.59.1,com.gojek.app,Gojek,Negatif
tau2 g bisa transaksi pake gopay later & tiktok paylater 😮‍💨,1,2026-05-16T13:00:16.000000,Marc Artha,0,,com.tokopedia.tkpd,Tokopedia,Negatif
mantap....,5,2026-06-23T10:43:34.000000,Mahargio,0,5.64.2,com.gojek.app,Gojek,Positif
banyak toko tidak ter verifikasi. pengembakian dana susah bertele tele dan menyulitkan pelanggan. sangat merugikan,1,2026-06-24T17:34:10.000000,Harsandi Burhan,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"dana point jangan d buat ke daerah tertentu lakhhh, kami juga pengguna lama.. pilih kasihhh",5,2026-06-26T04:47:01.000000,Agus amran Simamora,0,2.131.1,id.dana,DANA,Positif
oke Genk,5,2026-06-26T04:25:28.000000,Ujang Oheb,0,,id.dana,DANA,Positif
"transaksi mudah,cepat & aman",5,2026-05-27T07:32:42.000000,Boy Girlll,0,3.366.0,com.tokopedia.tkpd,Tokopedia,Positif
"jelek. susah narik data, loading lama banget padahal internet lancar",2,2026-06-23T09:43:38.000000,Muhammad Fauzan Yasykur,1,5.64.2,com.gojek.app,Gojek,Negatif
terima kasih 🙏🏻,5,2026-05-12T01:02:23.000000,Hary 2004,0,5.58.1,com.gojek.app,Gojek,Positif
bagus hebat dana,5,2026-06-21T04:54:29.000000,Ahmad Sudrajat,0,2.129.0,id.dana,DANA,Positif
aplikasi ini tolong diperbaiki supaya dapat diupdate,1,2026-06-26T10:48:21.000000,Ramsa louse,0,,id.dana,DANA,Negatif
"TDK ada pendin ,sangat bagus dan mudah",5,2026-06-26T05:18:38.000000,Adnan,0,2.129.0,id.dana,DANA,Positif
sangat mantap dah pokok y mah,5,2026-06-22T14:38:03.000000,Tiara Salsabillah,0,2.129.0,id.dana,DANA,Positif
dana tanks u,5,2026-06-26T19:06:04.000000,forever lnino,0,,id.dana,DANA,Positif
